id,Name,priority
203749,Bollard; Aluminium Cast; Removable,2
203816,Bollard; Brick,2
203751,Bollard; Galvanised; Fixed; 1.2m,2
203742,Bollard; Galvanised; Fixed; Bike Barrier,3
203746,Bollard; Galvanised; Lockable; 1.2m,3
203741,Bollard; Path Lighting; Commercial,3
203748,Bollard; Powder Coat; Security; 1m,3
203750,Bollard; Stainless Steel; Fixed; 1m,2
203747,Bollard; Steel; Painted,3
203752,Bollard; Timber; Painted; 1m,2
203744,Bollard; Timber; Painted; 2m,3
197206,Vehicle Barrier,3
196888,Warning Tape,3
197282,Paint; Downpipes,2
197283,Paint; Gutter,2
197666,Roof Downpipe; Copper,2
197667,Roof Downpipe; Stainless Steel,1
197669,Roof Downpipe; Zincalume Steel,2
197665,Roof Gutter; Copper,2
197706,Roof Gutter; Stainless Steel,1
197668,Roof Gutter; Zincalume Steel,2
196774,Paint; Concrete; Epoxy Finish,2
197640,Paint; Floor,1
197636,Paint; Floor; Epoxy,2
197637,Paint; Floor; Epoxy; Heavy Duty,3
202290,AC; Air Handling Unit; Extra Large,2
202293,AC; Air Handling Unit; Large,2
202292,AC; Air Handling Unit; Medium,2
202291,AC; Air Handling Unit; Small,2
202625,AC; Fan Coil Unit; 10000cfm,2
202626,AC; Fan Coil Unit; 18000cfm,2
202529,AC; Fan Coil Unit; 2000cfm,2
202410,AC; Fan Coil Unit; 30000cfm,2
202833,AC; Fan Coil Unit; 6000cfm,2
202294,Fan Coil Unit; 280L/s; 630 cfm,2
202295,Fan Coil Unit; 570L/s; 1200 cfm,2
202296,HVAC; Variable Frequency Drive; VLT; 1.1kW,2
202299,HVAC; Variable Frequency Drive; VLT; 11kW,2
202297,HVAC; Variable Frequency Drive; VLT; 2.2kW,2
202298,HVAC; Variable Frequency Drive; VLT; 7.5kW,2
202350,Water Chiller; Centrifugal; 1000kW,2
202351,Water Chiller; Centrifugal; 3500kW,2
202850,Duct Heater; Coil,2
202644,Duct Heater; Electric,2
202790,Heater; Fan; Wall; 3300W,2
202765,Heater; Gas; 13kW,2
202523,Heater; Panel; Wall Mounted; 1000W,2
202823,Heater; Radiant Strip; Electric,2
202637,Fan; Fire Smoke Spill,2
202302,Fire Access Panel; Steel,2
202615,Fire Collar,2
202858,Fire Damper,2
202859,Fire Shutter,2
202430,Rangehoods; Commercial,2
202430,Rangehood; Commercial,2
202430,Range Hood; Commercial,1
202811,Range Hood; Domestic,2
202318,Valve; Solenoid; WC,2
202317,Valve; Temperature Limiting; 20mm,2
202314,Valve; Thermostatic Mixer; 20mm,2
202316,Valve; Water; Non-Return; 20mm,2
202852,Calorifier,2
202321,Gas Regulator,2
202848,HWS; Electric; 4500kW,2
202848,Hot Water System; Electric; 4500kW,2
202568,Hot Water System; Electric; Domestic; 50L,2
202566,Hot Water System; Gas; Commercial; 315L,2
202918,HWS; Gas; Commercial; 340L Storage,2
202918,Hot Water System; Gas; Commercial; 340L Storage,2
202565,Hot Water System; Gas; Domestic; 18L,2
202567,Hot Water System; Gas; Domestic; 90L,2
202917,Hot Water System; Instantaneous Gas; Commercial; 32L,2
202569,HWS; Solar; 300L,2
202569,Hot Water System; Solar; 300L,2
202822,Hot Water System; Zip,2
202471,Hot Water Unit; Electric; Domestic; 125L,2
202472,Hot Water Unit; Electric; Domestic; 250L,2
202914,Hot Water Unit; Gas; Commercial; 260L,2
202915,Hot Water Unit; Gas; Commercial; 265L,2
202916,Hot Water Unit; Gas; Commercial; 275L,2
202912,Hot Water Unit; Gas; Domestic; 135L,2
202913,Hot Water Unit; Gas; Domestic; 170L,2
202768,Water Unit; Boiling & Chilling,2
196799,Bongo Drums,2
196800,Drum Kit,2
196801,Guitar; Electric,2
196802,Keyboard; Ensoniq,2
202762,Call Point,2
202762,Intercom Point,2
197187,Intercom System - Jaques,2
197222,Intercom System; Digital Recorder,2
197192,Intercom System; Main Door; Camera,2
202564,Nurse Call Station,2
202751,Nurse Call System; Bed,2
197215,Paging System,2
202752,Panel;Communications,2
202726,Radio; Two Way; Mobile,2
197527,Wall; Accordian; Operable,2
197557,Wall; Glass Block; Clear,2
197498,Wall; Glass Screen; 10mm Laminated,2
197497,Wall; Glass Screen; 6mm Toughened,2
197511,Door; Acoustic; Timber Frame; Double STC37,2
197513,Door; Acoustic; Timber Frame; Single STC37,2
197507,Door; Frame; Heavy Duty,2
197509,Door; Frame; Timber,2
197506,Door; Frame; Zinc,2
203916,Gate; Chrome Turnstile; Three Arm,2
202645,Lock; Electric,2
197185,Lock; Electric; High Security,2
197186,Lock; Mechanical; High Security,2
197523,Door Partition; Core,2
197524,Door Partition; Solid,2
197508,Automatic Door; Timber; Solid,2
197499,Door; Accordian,2
197248,Door; Aluminium Screen; Security Mesh,2
197254,Door; Aluminium; Hinge; Double,2
197253,Doors; Aluminium; Hinge; Single,2
197253,Door; Aluminium; Hinge; Single,2
197257,Door; Aluminium; Slide; Double,2
197255,Door; Aluminium; Slide; Single,2
197256,Door; Brass; Glass; Hinge; Double,2
197520,Doors; Core Timber,2
197520,Door; Core Timber,2
197252,Door; Fibre Cement,2
197519,Door; Fire Single,2
197519,Door; Fire; 1HR,2
197516,Door; Fire Double,2
197516,Door; Fire; 1HR; Double,2
197514,Door; Fire; 2HR,2
197517,Door; Fire; 2HR; Double,2
197515,Door; Fire; 3HFR,2
197518,Door; Fire; 3HR; Double,2
197504,Door; Lexan Window; Solid,2
197502,Door; Solid Timber,2
197251,Door; Solid Timber; Four Panel,2
197521,Doors; Steel Clad,2
197521,Door; Steel Clad,2
197258,Door; Steel Clad; Double,2
197522,Door; Steel; Padded,2
197250,Door; Timber; Glazed; Double Panel,2
197249,Door; Timber; Glazed; Single Panel,2
197525,Door; Viewing Panel; Prison Glass,2
197364,Wall; Acrylic Sheet; Clear; 6mm,2
197365,Wall; Acrylic Sheet; Tinted; 6mm,2
197361,Screen; Aluminium Mesh; Security,2
197373,Window; 16mm Steel Bars,2
197376,Window; Aluminium Louvre; Fixed,2
197371,Window; Aluminium; Commercial; Double Glazed; Fixed,2
197372,Window; Aluminium; Commercial; Double Glazed; Opening,2
197370,Window; Aluminium; Commercial; Half Sliding,2
197362,Window; Aluminium; Commercial; Single Fixed,2
197363,Window; Aluminium; Curtain Walling; High Rise,2
197359,Window; Glass Louvre,2
197375,Window; Lexan; Steel Frame,2
197358,Window; Metal; Louvred; Fixed,2
203781,Irrigation; Reticulation and Landscaping,2
203786,Irrigation; Reticulation and Landscaping,2
202727,Traveling Irrigator,2
197176,Alcolizer Tester,2
202621,Balance Scale; Laboratory,2
202622,Scale; Laboratory,2
197017,Stool; Laboratory,2
197459,Cabinet; Laundry,2
197102,Clothes Line; Rotary,2
197117,Dry Cleaning Machine,2
197115,Dry Cleaning; Conveyer Belt,2
197120,Dryer; Commercial; Gas; Large,2
197130,Dryer; Commercial; Gas; Small,2
197122,Dryer; Commercial; Milnor,2
197128,Dryer; Domestic,2
197111,Dryer; Domestic; Front Loading,2
197134,Embroidery Machine; Commercial; 4-6 Head,2
197133,Eyelet Button Punch; Industrial,2
197136,Fabric Cutter; Commercial; Handheld,2
197131,Fabric Cutter; Commercial; Straight,2
197118,Floor Scrubber Dryer,2
197121,Folder; Gowns,2
197119,Folder; Linen,2
197106,Iron; Electric; Steam Dry,2
197126,Iron; Press,2
197124,Iron; Roller,2
197125,Laundry Utensils,2
197108,Sewing Kit,2
197135,Sewing Machine - (Commercial) Overlocker Elastic Metering Device,2
197109,Sewing Machine; Commercial,2
197127,Sewing Machine; Domestic,2
197129,Vacuum Cleaner,2
197113,Vacuum Cleaner; Backpack,2
197112,Vacuum Cleaner; Industrial; Wet Dry,2
197103,Washing Machine; Freestanding; 16kg,2
197104,Washing Machine; Freestanding; 35kg,2
197105,Washing Machine; High Speed,2
197116,Washing Machine; Hospital; Batch,2
197110,Washing Machine; Top loading,2
196908,Bookcase,2
202861,Lift; Chair; 2 Storeys,2
202399,Lift; Wheelchair; Bend,2
202469,LED; Blue,2
202867,Light Column; 4.5m,2
202868,Light Column; 5.5m,2
202870,Light Column; 5.5m; Collapsible,2
202869,Light Column; 8m,2
202871,Light Column; 8m; Collapsible,2
202461,Light; Bayonet; Internal,2
202357,Light; Down; Reflector; Internal,2
202367,Light; Downlight; Energy Saver,2
202368,"Light; Downlight; Energy Saver, Dbl Glove",2
202594,Ceiling; Downlight; Internal,2
202594,Light; Downlight; Internal,2
202515,Down light; LED,2
202515,Light; Downlight; LED,1
202366,Floodlight,2
202366,Light; Flood,2
202605,Light; Flood; High Security,2
202592,Light; Flood; Mercury Vapour,2
202386,Light; Florescent Diffuser; With Backup battery,2
202628,Light; Fluorescent,2
202588,Light; Fluorescent Diffuser; Recessed Double,2
202492,Light; Fluorescent; 6m inc Spitfire,2
202589,Light; Fluorescent; Diffuser; Recessed Single,2
202628,Light; Fluorescent; Double,2
202946,Light; Heat Lamp,2
202946,Light; Heat Lamp; Dual Lamp,2
202591,Light; High Bay; Mercury Vapour; >5m high,2
202369,Light; LED Panel,3
202518,Light; LED Stair Nosing,3
202520,Light; LED Strip,3
202836,Light; Low Bay; Mercury Vapour,2
203842,Light; Pathway,2
202590,Light; Spot Light,2
203843,Light; Tennis Court,2
202862,Lighting; Road ; >5m,2
203841,Lighting; Sportsfield,2
197703,Roof; Lightning Protection System,2
202376,Gas Bottle; 45kg,2
202377,Gas Bottle; 90kg,2
202875,Pressure Tank; 18L,2
202928,Pressure Tank; 200L,2
202397,Pressure Vessel,2
202282,"Waste tank & pumps; 75,000 litre",2
202281,"Water tank & pumps; NON Potable; 27,000 litre",2
202284,"Water tank & pumps; NON Potable; Commercial;200,00",2
202283,Water Tank; Non Potable; 200000L,2
202286,Water Tank; Non Potable; 27000L,2
202287,Water Tank; Non Potable; 3000L,2
202288,Water Tank; Non Potable; 5000L,2
202285,Water Tank; Potable; 75000L,2
202280,"Water tanks & pumps; Potable Dom / Com; 75,000 lit",2
202689,Block & Tackle; 1 Tonne,2
202620,Block & Tackle; 800 kg,2
202521,Dock Leveller; Hydraulic; 12.5 Tonne,2
202495,Fort Lift; 3 stage mast; LPG; Side Shift,2
202398,Lifting Beam; Fixed,2
202873,Lifting Sling,2
202436,Loader; Front End,2
202874,Overhead Crane; Electric,2
202560,Data Cable,2
196842,Ethernet Hub,2
202557,GPO; Data; Telephone,2
196844,Network Equipment,2
196843,Network Router,2
202375,Distribution Board; Factory; Heavy Load,2
202373,Distribution Board; Factory; Light Load,2
202374,Distribution Board; Factory; Medium Load,2
202577,Distribution Board; Hospital; Large,2
202576,Distribution Board; Office; Large,2
202580,Distribution Board; Office; Medium,2
202578,Distribution Board; University; Large,2
202375,Distribution Switchboard; Factory; Heavy Load,2
202373,Distribution Switchboard; Factory; Light Load,2
202374,Distribution Switchboard; Factory; Medium Load,2
202577,Distribution Switchboard; Hospital; Large,2
202576,Distribution Switchboard; Office; Large,2
202580,Distribution Switchboard; Office; Medium,2
202578,Distribution Switchboard; University; Large,2
202776,Electrical Wiring; standard room,2
202558,general purpose outlet double,2
202558,GPO; Double,2
202750,GPO; Single,2
202384,GPO; Single; Secure,2
202473,GPO; Single; Three Phase,2
202383,GPO; Single; Three Phase; Secure,2
202462,GPO; Single; Weatherproof,2
202404,Ground Power Unit,2
202372,Main Switchboard; Factory; Heavy Load,2
208014,Main Switchboard; Factory; Light Load,2
202371,Main Switchboard; Factory; Medium Load,2
208041,Main Switchboard; High School; Large,2
208040,Main Switchboard; High School; Medium,2
208039,Main Switchboard; High School; Small,2
208017,Main Switchboard; Home Units; 15 to 25 Units,2
202835,Main Switchboard; Home Units; 25 to 50 Units,2
202574,Main Switchboard; Home Units; 3 to 6 Units,2
208016,Main Switchboard; Home Units; 6 to 15 Units,2
202579,Main Switchboard; Hospital; Large,2
208026,Main Switchboard; Hospital; Small,2
208031,Main Switchboard; Nursing Home; Large,2
208030,Main Switchboard; Nursing Home; Medium,2
208029,Main Switchboard; Nursing Home; Small,2
202572,Main Switchboard; Office; Large,2
202370,Main Switchboard; Office; Medium,2
208025,Main Switchboard; Office; Small,2
208034,Main Switchboard; Primary School; Large,2
208033,Main Switchboard; Primary School; Medium,2
208032,Main Switchboard; Primary School; Small,2
208023,Main Switchboard; Shopping Centre; Large,2
208022,Main Switchboard; Shopping Centre; Medium,2
208020,Main Switchboard; Shopping Centre; Small,2
208045,Main Switchboard; Technical College; Large,2
208043,Main Switchboard; Technical College; Medium,2
208042,Main Switchboard; Technical College; Small,2
202573,Main Switchboard; University; Large,2
208036,Main Switchboard; University; Medium,2
208037,Main Switchboard; University; Small,2
202866,Switch; Light; Fan,2
202379,Switchboard Cabinet; Waterproof; 36 mod 3 phase,2
202380,Switchboard Cabinet; Waterproof; 48 mod 3 phase,2
202381,Switchboard Cabinet; Waterproof; 60 mod 3 phase,2
202382,Switchboard Cabinet; Waterproof; 72 mod 3 phase,2
202575,Switchboard; Domestic,2
202587,Transformer; Indoor Dry; 11kV,2
202586,Transformer; Pad Mount; 11kV,2
202843,Building Maintenance Unit,2
202733,Degreaser,2
202681,Garden Tools; Medium,2
202680,Garden Tools; Small,2
202654,Sweeper,2
202494,Trolley; Cleaning,2
203753,Road Marker,2
197216,Alarm System; Duress (Fixed),2
197217,Alarm System; Duress (Radio),2
196983,Autoclave,2
202697,Autoclave,2
196991,Bed Pans,2
196990,Bed Urinal; Female,2
197021,Bed; Hospital; Electric,2
196971,Bed; Hospital; Electric Operated,2
196972,Bed; Hospital; MRI; Electronic,2
196982,Bed; Patient Trolley; Electric,2
197219,Biometric Equipment,2
197019,Blood Pressure Gauge; Sphygmomanometer,2
202764,Breathing Apparatus,2
197007,Cabinet; Dental; Mobile,2
197016,Centrifuge,2
196973,Chair; Dental Suite,2
196979,Chair; Sofa; Examination,2
196984,Crutches,2
196985,Cryotech Unit,2
197020,CT Scanner,2
196986,Defibrillator; Automated; External,2
197004,Dental Suite Monitor,2
196987,Diagnostic Unit,2
196992,ECG Machine; Trolley,2
196993,Emergency Blanket,2
196994,EMS Safety Vest,2
202311,Eye Wash Station,2
202305,Face Wash Station,2
196974,Filtration System; Laboratory; 200L,2
196975,Filtration System; Laboratory; 350L,2
196996,First Aid Kit; Backpack,2
196997,Height Measurer,2
197015,Hoist; Medical; Electrical,2
197014,Hoist; Medical; Manual,2
196998,Hydraulic Scale,2
196980,Jordan Stretcher,2
196995,Light; Examination,2
197054,Pan Sanitiser,2
197001,Patient Mover; Patslide,2
197002,Plaster Cutter,2
197012,Refrigerator; Vaccine 220L,2
197123,Scale; Weight,2
197200,Server; Biometric Equipment,2
197018,Steriliser Kit,2
196981,Stetcher; Drop Leg,2
197000,Stool; Examination,2
197010,Suction Unit; Twinovac; Compact,2
196988,Trolley; Dressing,2
197013,Trolley; Flat Bed,2
196999,Trolley; Oxygen Tank,2
196989,Trolley; Unit Dose,2
197022,Vacuum; Dental,2
197071,Washer; Sanitiser,2
196976,Wheelchair,2
197005,X-Ray Processor; Digital,2
197006,X-Ray Unit; Mobile,2
197008,X-Ray Viewer; Wall Mounted,2
197011,X-Ray Viewer; Wall Mounted; Large,2
203797,Shade Cloth [m2],2
203802,Shade Sail,2
204001,Skate Bowl,2
203887,Skate Park,2
203925,Skate Ramp,2
203984,Structure; Timber,2
197153,Art Work; Painting,2
197141,Binding Machine; Electric,2
197161,Binding Machine; Manual,2
196944,Chair; Chrome Frame; Staff Amenities,2
196941,Chair; Desk,2
196913,Chair; Drafting,2
196904,Chair; Fabric Upholstered,2
196929,Chair; Fixed,2
196938,Chair; Interview,2
196970,Chair; Leather Upholstered,2
196943,Chair; Medium Back No Arms; Executive Visitor,2
196945,Chair; Meeting Room,2
196900,Chair; Metal; Heavy Duty,2
196915,Chair; Plastic; Stackable,2
196948,Chair; Reception Waiting; Arm Chair,2
196937,Chair; Reception Waiting; Sofa,2
196914,Chair; Task; Heavy Duty,2
196942,Chair; Task; High Back with arms; Executive,2
196940,Chair; Task; Medium,2
196911,Chair; Task; Medium Back,2
196912,Chair; Task; Medium Back; Prestige,2
196928,Chair; Task; Typist,2
196916,Chair; Training; Linked with Writing Tables,2
202618,Charger Battery,2
196949,Child Change Station; Parallel,2
196950,Child Change Station; Vertical,2
197143,Clocks; Master; Precision Timing,2
197149,Clocks; Slave,2
197143,Clock; Master; Precision Timing,2
197149,Clock; Slave,2
202609,Cutting Stool,2
196922,Desk; Executive; with Desk Return,2
196934,Desk; Particle Board,2
197158,Enlarger,2
197154,Fan; Pedestal,2
197148,Fax Machine,2
196966,Filing Cabinet; 3 Drawer; Mobile,2
197171,First Aid Kit,2
197170,Label Maker,2
196933,Ladder; Bedroom,2
197142,Laminator; A3,2
197162,Laminator; A4,2
197163,Multifunction Printer ; Fax,2
197166,Noticeboard,2
197144,Palm Pilot,2
197169,Paper Guillotine,2
197140,Paper Shredder; Large,2
197157,Paper Shredder; Small,2
196837,PC; Desktop,2
196835,PC; Laptop,2
197164,Photocopier,2
197145,Printer,2
197150,Projector; Overhead,2
197146,Scanner,2
196836,Server,2
197175,Smartboard; Electronic; Large,2
197174,Smartboard; Electronic; Medium,2
197173,Smartboard; Electronic; Small,2
196932,Stool,2
196935,Storage Unit; Roll,2
196896,Table; Steel; 4 Seat; Heavy Duty,2
196898,Table; Steel; 6 Seat; Heavy Duty,2
197151,Trolley; OHP; Shelf 450x600mm,2
197155,Typewriter,2
197167,Whiteboard,2
197168,Whiteboard; Electronic,2
196783,Ceilng; Access Panel; Steel Framed; Secure,2
196830,Acromat System,2
202678,Bench Press; Gym,2
196831,Bench; Gym,2
202677,Blower,2
202707,Brush Cutter,2
196834,Cross Over Cable Machine,2
196832,Cross Trainer,2
202693,Cultivator,2
202723,Easy Sprayer,2
202541,Edge Trimmer,2
196820,Exercise Bike,2
204012,Exercise Equipment,2
202542,Fertilizer Spreader,2
196829,Four Station Gym Machine,2
196821,Gym Unit,2
202539,Lawn Mower,2
202679,Lawn Mower; Ride On,2
196824,Leg Press Machine,2
202445,Light; Pest Control,2
202745,Line Marker,2
197156,Miscellaneous Equipment,2
202704,Mulcher,2
196795,Pool Table,2
196823,Rowing Machine,2
202722,Shrub Shaper,2
196822,Stair Climber,2
196819,Tennis Nets,2
196826,Trampoline; Large,2
196827,Trampoline; Small,2
196833,Treadmill,2
196825,Vaulting Horse,2
202497,Wheelbarrow,2
202540,Whipper Snipper,2
202401,Air Compressor,2
202767,Air Compressor; Reciprocating,2
202732,Air Compressor; Rotary Screw,2
202728,Air Rifle,2
202688,Angle Grinder; Air,2
202687,Angle Grinder; Electric,2
202791,Bandsaw; Metal Cutting,2
202792,Bandsaw; Woodworking,2
203997,Baseball Diamond,2
202729,Battery Charger,2
202718,Battery Pack,2
202698,Belt Sander,2
202785,Belt Sander,2
202670,Bench Drill,2
202730,Bench Grinder,2
202839,Blade Change System,2
202795,Borer Machine; Dowelling Mortising,2
202499,Broadcast Spreader,2
202793,Buffing Machine,2
202657,Canoe,2
202655,Chain Saw,2
202905,Coil Making Machine,2
202669,Cold Saw,2
202903,Concrete Cut-off Saw,2
202675,Cordless Drill,2
202794,Cramp Folder; 1.2m,2
202841,Cutter; Electric,2
202930,Cutting Machine; Vinyl,2
202694,Demolition Hammer; Electric,2
202699,Digitool,2
202734,Disc Grinder,2
202735,Disc Sander,2
202784,Disc Sander,2
203998,Discus Cage,2
202660,Ditch Digger,2
202798,Drill Mill Machine,2
202736,Drill Press,2
202797,Drill; Bench Mounted,2
202796,Drill; Floor Mounted,2
202910,Egg Incubator; Commercial,2
202665,Electric Drill,2
202738,Electric Planer,2
202911,Filter; Diesel Separator,2
202652,Gantry Crane; Electric,2
203978,Goal Post; Basketball Netball,2
203851,Goal Post; Blackboard; Single,2
202799,Grinder; Pedestal,2
202800,Guillotine; Steel,2
202610,Hair Dryer,2
202653,Hammer Drill,2
202500,Hand Trolley,2
202700,Heat Gun,2
202701,High Pressure Hose,2
202611,High Pressure Washer,2
202919,Hydraulic Press,2
202934,Hydraulic Valve; Anti-Tamper Device,2
203969,Hydraulic Valve; Stop Valve,2
202897,Hydraulic; Punch & Shear;100 Ton,2
202742,Impact Drill,2
202743,Jigsaw,2
202744,Lathe,2
202801,Lathe; CNC PC,2
202802,Lathe; Metal Cutting,2
202777,Lathe; Wood Long Bed,2
202778,Lathe; Wood Short Bed,2
202779,Magnetic Folder,2
202746,Metal Detector; Handheld,2
202651,Metal Press,2
202708,MIG Welder,2
202900,Milk Pasteuriser,2
202666,Milling Machine,2
202780,Milling Machine; ARTCIM-LM,2
202781,Milling Machine; HERCUS VMC,2
202782,Milling Machine; ISEL CPM 3020,2
202924,Mitre Gullotine; Picture Framer,2
202926,Mitre Saw; Aluminium; Cut Off,2
202667,Mixer; Concrete,2
202498,Mulching Mower,2
202686,Nail Gun; Air,2
202706,Nibbler,2
202668,Optimiser,2
202932,Oven; Workshop; Paint Batch,2
202709,Oxy Acetylene Gauge,2
202908,Paint Spray Gun; Pot,2
202493,Pallet Jack,2
202895,Panbrake Folder - Sheet,2
202923,Pipe Bender,2
202929,Pipe Threading Machine; Cutting,2
202938,Platform Scale; Digital,2
202710,Pokerwork,2
202663,Polisher,2
202909,Post Hole Digger; Petrol,2
202896,Postforming Machine,2
196804,Pottery Wheel,2
203996,Practise Nets; Baseball,2
202702,Radius,2
202724,Router,2
202902,Router; Advanced Robotic Technology,2
202933,Sand Blasting Booth,2
202737,Sander; Electric,2
202786,Sander; Oscillating vertical Spindle,2
202925,Sander; Wide Belt; Calibrating,2
202659,Saw; Circular,2
202690,Saw; Cold,2
202787,Saw; Cold; Metal Cutting,2
202671,Saw; Combination,2
202731,Saw; Compound,2
202899,Saw; Vertical Panel,2
202496,Saw;Heavy Duty Rotary; Petrol,2
202739,Screwdriver; Electric,2
202703,Scroll Saw,2
202632,Socket Set,2
203885,Softfall,2
202898,Spindle Moulder,2
202676,Spot Welder,2
202277,Spray Booth,2
202685,Staple Gun; Air,2
202901,Storage Tank; Milk,2
202904,Strapping Machine; Packaging Straps; Automatic,2
202711,Table; Bench Saw,2
197431,Tarpaulin; Heavy Duty,2
197430,Tarpaulin; Load Restraint; Webbing,2
202788,Thicknesser,2
202691,Thicknesser; Planer,2
202937,Thicknesser; Planer; Heavy Duty,2
203994,Throw Circle; Pads; Discus; Hammer; Shot Put,2
202656,Tool Chest,2
202725,Trolley,2
202684,Vehicle Hoist; four post,2
202683,Vehicle Hoist; two post,2
202692,Water Gurney,2
202789,Welding Machine,2
202696,Wheel Balancer; Electric,2
202783,Workbench; Router Table,2
203853,Cemetery Areas,2
203974,Hanging Basket Post; Steel; Painted,2
203780,Landscaping; Paddocks,2
204003,Playgrounds; Wet Pour Rubber Undersurfacing.,2
203778,Sand Filling; Laid; 200mm,2
203771,Termite Ground Barrier,2
203970,Tree Guard; 800mm,2
202844,Fall Protection System,2
197700,Roof Anchor; Stainless Steel,2
197713,Roof Safety System; Cable Harness,2
197702,Roof; Safety Mesh,2
202608,Hydro Bath,2
202606,Electrical Managment System,2
202741,Generator,2
202939,Air Berth; 10-14m,2
202715,Barge Trailer,2
202672,Barge; Horizon; Aluminium,2
203864,Bike Rack; Double,2
203923,Bike Rack; Single,1
203864,Bike Stand; Double,2
203923,Bike Stand; Single,1
203864,Bicycle Rack; Double,2
203923,Bicycle Rack; Single,1
203864,Bicycle Stand; Double,2
203923,Bicycle Stand; Single,1
202714,Boat; Centre Console,2
202842,Boom Lift; 30m,2
202607,Boom Lift; Articulating; Rough Terrain,2
202945,Car Parking; Turntable; 4 Tonne,2
202944,Car Parking; Vertical Stack; 2 Car,2
202921,Fertilizer Spreader Trailer,2
202920,Fertilizer Tractor Attachment,2
202931,Fork Lift; Jib Attachment,2
202646,Motor; Electric,2
202713,Out Board Motor,2
202662,Pallet Truck,2
202719,Quad Bike,2
202504,Scissor Lift; Rough Terrain,2
202505,Scissor Lift; Slab; Electric,2
202502,Staff Buggy; Electric; Two seat,2
202716,Surf Boat,2
202705,Tractor,2
202892,Tractor Attachment; Backhoe,2
202893,Tractor Attachment; Hay Baler,2
202889,Tractor Attachment; Hay Rake,2
202890,Tractor Attachment; Irrigator,2
202894,Tractor Attachment; Pallet Lift,2
202888,Tractor Attachment; Plough,2
202891,Tractor Attachment; Post Digger,2
202887,Tractor Attachment; Slasher,2
202717,Trailer,2
202617,Trolley; Mobile Weigh,2
197009,Trolley; Utility,2
202503,Tug; Electric,2
202906,Tyre Machine; Fitting & Changing,2
204004,Wheel Stop; Timber Concrete Rubber,2
197264,Hanger Door; Hydraulic Ram; Large,2
197272,Roller Door; Clear; Industrial Ohead; Manual,2
197267,Roller Door; Coated Steel; Industrial,2
197270,Roller Door; Coated Steel; Industrial; Manual,2
197266,Roller Door; Domestic; Automatic 2.4m x 3m,2
197273,Roller Door; Domestic; Manual,2
197271,Roller Door; Industrial,2
197262,Roller Door; Perforated Steel; Lock,2
197268,Roller Door; Steel Grill; Heavy Duty; Manual,2
197269,Roller Door; Steel Grill; Lock,2
197265,Roller; Bar Shutter; Manual,2
202485,AC System; Multi-Split; 14kW,2
202486,AC System; Multi-Split; 23kW,2
202487,AC System; Multi-Split; 29kW,2
202488,AC System; Multi-Split; 34kW,2
202489,AC System; Multi-Split; 40kW,2
202490,AC System; Multi-Split; 45kW,2
202491,AC System; Multi-Split; 50kW,2
202394,AC System; Split; 3kW,2
202424,Air Conditioner; Split; 4kW,2
202424,AC System; Split; 4kW,2
202425,AC System; Split; 6kW,2
202426,AC System; Split; 7kW,2
202427,AC System; Split; 8kW,2
202528,AC System; Split; Packaged; 11kW,2
202530,AC System; Split; Packaged; 13kW,2
202531,Package AC System; 14kW,2
202526,Package AC System; 20kW,2
202420,Package AC System; 30kW,2
202532,Package AC System; 40kW,2
202421,Package AC System; 47kW,2
202527,Package AC System; 60kW,2
202552,Package AC System; 87kW,2
203740,Paint; Line Marking,2
203854,Boom Gate; Single lane Two Way,2
197367,Window Frame,2
197366,Window; Timber Aluminium; Double Glazed; Wire Mesh,2
197369,Window; Timber Frame,2
202450,Lift; Hospital; 3 Floors; Hydraulic; 20Pass,2
202451,Lift; Hospital; 3 Floors; Hydraulic; 30Pass,2
202452,Lift; Hospital; 6 Floors; Geared; 20Pass,2
202453,Lift; Hospital; 8 Floors; Geared; 25Pass,2
202448,Lift; Office; 10 Floors; Geared; 20Pass,2
202340,Lift; Residential; 20 Floors; Geared; 17Pass,2
202405,Lift; Retail; 6 Floors; Geared; Variable,2
203811,Decking; Timber,2
197638,Paint; Pavement,2
203872,Park; Footpath,2
203878,Pavement; Asphalt,2
203928,Pavement; Boardwalk; Raised Timber,2
203930,Pavement; Boardwalk; Raised Timber,2
203789,Pavement; Clay,2
203757,Pavement; Concrete,2
203788,Pavement; Concrete; Bricks,2
203759,Pavement; Concrete; Coloured,2
203758,Pavement; Concrete; In-Situ,2
203779,Pavement; Dirt,2
203845,Pavement; Grass,2
203784,Pavement; Gravel,2
203793,Pavement; Pebble Crete,2
203792,Pavement; Sandstone,2
203991,Pavement; Synthetic Grass; Concrete Base,2
203754,Pavement; Synthetic Grass; Plexiflor,2
203992,Pavement; Synthetic Grass; Rubber Base,2
203755,Pavement; Synthetic Grass; Sports,2
203898,Pontoon; 12m x 3m,2
203929,Viewing platforms ($50K),2
203743,Road; Asphalt Concrete,2
203783,Mulch; Bark,2
203791,Planter Box; Concrete,2
203846,Playing Fields,2
203890,Tennis Court,2
204008,Totem Poles; Timber,2
202773,Heat Exchanger; Pool,2
202658,Pool Chlorinator,2
202747,Pool Cleaner; Suction,2
202816,Pool Filter; Sand; Large,2
202819,Pool Filter; Sand; Medium,2
202812,Pool Filter; Sand; Small,2
202815,Pool Filter; Water; Main,2
202821,Pool Filter; Water; Small,2
202814,Pool; Control Panel,2
202818,Pool; Cover,2
